
Train set: Average loss: 0.0016, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0029, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0025, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0017, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0023, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0026, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0076, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0090, Accuracy: 409/425 (96%)


 The epoch is 180, average recall: 0.8103, average precision: 0.7581,average F1: 0.7833, average accuracy: 0.7797, average AUC: 0.8371
Train set: Average loss: 0.0092, Accuracy: 415/425 (98%)


Train set: Average loss: 0.0126, Accuracy: 408/425 (96%)


Train set: Average loss: 0.0058, Accuracy: 418/425 (98%)


Train set: Average loss: 0.0043, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0032, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0027, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0021, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0056, Accuracy: 417/425 (98%)


Train set: Average loss: 0.0047, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0098, Accuracy: 408/425 (96%)


 The epoch is 190, average recall: 0.7586, average precision: 0.7719,average F1: 0.7652, average accuracy: 0.7712, average AUC: 0.8399
Train set: Average loss: 0.0102, Accuracy: 407/425 (96%)


Train set: Average loss: 0.0058, Accuracy: 417/425 (98%)


Train set: Average loss: 0.0084, Accuracy: 413/425 (97%)


Train set: Average loss: 0.0026, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0018, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0047, Accuracy: 418/425 (98%)


Train set: Average loss: 0.0028, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0015, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0011, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0030, Accuracy: 419/425 (99%)


 The epoch is 200, average recall: 0.7931, average precision: 0.7797,average F1: 0.7863, average accuracy: 0.7881, average AUC: 0.8351
Train set: Average loss: 0.0039, Accuracy: 417/425 (98%)


Train set: Average loss: 0.0052, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0042, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0018, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0009, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0008, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0013, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0056, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0094, Accuracy: 413/425 (97%)


Train set: Average loss: 0.0054, Accuracy: 417/425 (98%)


 The epoch is 210, average recall: 0.8276, average precision: 0.7619,average F1: 0.7934, average accuracy: 0.7881, average AUC: 0.8468
Train set: Average loss: 0.0029, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0014, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0024, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0082, Accuracy: 412/425 (97%)


Train set: Average loss: 0.0042, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0045, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0032, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0016, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0008, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0007, Accuracy: 425/425 (100%)


 The epoch is 220, average recall: 0.8448, average precision: 0.7538,average F1: 0.7967, average accuracy: 0.7881, average AUC: 0.8448
Train set: Average loss: 0.0008, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0011, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0019, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0013, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0027, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0115, Accuracy: 416/425 (98%)


Train set: Average loss: 0.0066, Accuracy: 414/425 (97%)


Train set: Average loss: 0.0042, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0018, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0036, Accuracy: 422/425 (99%)


 The epoch is 230, average recall: 0.8276, average precision: 0.7742,average F1: 0.8000, average accuracy: 0.7966, average AUC: 0.8330
Train set: Average loss: 0.0047, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0065, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0023, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0028, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0023, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0019, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0014, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0033, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0071, Accuracy: 413/425 (97%)


Train set: Average loss: 0.0092, Accuracy: 418/425 (98%)


 The epoch is 240, average recall: 0.8276, average precision: 0.7742,average F1: 0.8000, average accuracy: 0.7966, average AUC: 0.8276
Train set: Average loss: 0.0056, Accuracy: 415/425 (98%)


Train set: Average loss: 0.0023, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0021, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0027, Accuracy: 422/425 (99%)


Train set: Average loss: 0.0015, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0012, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0030, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0039, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0092, Accuracy: 412/425 (97%)


Train set: Average loss: 0.0034, Accuracy: 420/425 (99%)


 The epoch is 250, average recall: 0.8276, average precision: 0.7619,average F1: 0.7934, average accuracy: 0.7881, average AUC: 0.8546
Train set: Average loss: 0.0023, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0020, Accuracy: 421/425 (99%)


Train set: Average loss: 0.0026, Accuracy: 420/425 (99%)


Train set: Average loss: 0.0041, Accuracy: 419/425 (99%)


Train set: Average loss: 0.0022, Accuracy: 423/425 (100%)


Train set: Average loss: 0.0015, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0007, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0006, Accuracy: 424/425 (100%)


Train set: Average loss: 0.0006, Accuracy: 425/425 (100%)


Train set: Average loss: 0.0003, Accuracy: 425/425 (100%)


 The epoch is 260, average recall: 0.8103, average precision: 0.7344,average F1: 0.7705, average accuracy: 0.7627, average AUC: 0.8302
